"Device Name","Device Label","Device ID","controllerType","deviceNetworkId","lastActivityAt","roomName","typeName","application","aqaraModel","baseUrl","deviceId","deviceIP","devicePort","devIp","driverVersion","feature","firmwareMT","gradOnOff","hasLed","inClusters","isEm","lastRunningMode","ledVer","manufacturer","model","outClusters","powerCluster","protocol","softwareBuild","tpLinkType","tuyaVersion","type","version"
"Living Room Air Filter Outlet","Living Room Third Reality Air Filter Outlet","19","ZGB","D1B7","2026-07-22 11:05:13+0000","Living Room","Third Reality Power Meter Plug Custom","65","","","","","","","","","1233-D3A6-10013065","","","","","","","Third Reality, Inc","3RSP019BZ","","none","","1.01.01","","","",""
"Living Room Ambiance Group","Living Room Ambiance Group","74","","Group_89","2026-07-22 11:05:14+0000","Living Room","Group Bulb Dimmer-2.1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Living Room Bkcase Outlet Switch","Living Room Bkcase Outlet Switch","569","","B01921E3D2A9","2026-07-22 11:05:15+0000","Living Room","Kasa Plug Switch","","","","8006B42757C6849FC972AE646CAEF478233D5093","192.168.1.51","9999","","","TIM","","","","","","","","","KS200","","","","","","","",""
"Living Room Echo","Living Room Echo Dot (Gen 3)","26","","22|echoSpeaks|G8M11M110474035L","2026-07-22 15:22:07+0000","Living Room","Echo Speaks Device","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Living Room Group","Living Room Group","641","","Group_797","2026-07-22 15:30:38+0000","Living Room","Group Bulb Dimmer-2.1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Living Room Lamp","Living Room Lamp CT Bulb","30","ZGB","3400","2026-07-22 11:05:14+0000","Living Room","Sengled Element Plus","01","","","","","","","","","1160-0001-0000002E","","","0000,0003,0004,0005,0006,0008,0300,0702,0B05","","","","sengled","Z01-A19NAE26","0019","","","0000002E","","","",""
"Living Room Left Ambiance Bulb","Living Room Third Reality Left Ambiance Bulb","73","ZGB","82EA","2026-07-22 11:05:14+0000","Living Room","Third Reality ZigBee RGBW Bulb","42","","","","","","","","","1407-D3AC-0000004A","","","","","","","Third Reality, Inc","3RCB01057Z","","","","0000004A","","","",""
"Living Room Lights","Living Room Lights","640","","Group_796","2026-07-22 15:30:38+0000","Living Room","Group Bulb Dimmer-2.1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Living Room Motion","Living Room eWeLink Motion Sensor","189","ZGB","7C42","2026-07-22 17:01:51+0000","Living Room","Tuya Multi Sensor 4 In 1 (V3)","05","","","","","","","","","","","","","","","","eWeLink","MS01","","","","","","","",""
"Living Room Omni Sensor","Virtual Living Room Omni Sensor","508","","afde9523-cc8a-4926-9b21-a95da7739a6d","2026-07-22 17:37:01+0000","Virtual","Virtual Omni Sensor","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Living Room Reading Lamp","Living Room INNR Reading Lamp","638","ZGB","DC5F","2026-07-22 11:05:14+0000","Living Room","Advanced Zigbee RGBW Bulb","19","","","","","","","","","1166-04B1-19213685","","","","","","","innr","AE 287 C","","","","1.9.33","","","",""
"Living Room Right Ambiance Bulb","Living Room Third Reality Right Ambiance Bulb","72","ZGB","13A4","2026-07-22 11:05:13+0000","Living Room","Third Reality ZigBee RGBW Bulb","42","","","","","","","","","1407-D3AC-0000004A","","","","","","","Third Reality, Inc","3RCB01057Z","","","","0000004A","","","",""
"Living Room Temp/Humidity Sensor w/Display","Living Room Third Reality Temp/Humidity Sensor w/Display","501","ZGB","ED0A","2026-07-22 17:37:00+0000","Living Room","Generic Zigbee Temperature/Humidity Sensor","28","","","","","","","","","","","","","","","","Third Reality, Inc","3RTHS24BZ","","","","","","","",""
"Living Room Thermostat","Living Room Centralite Pearl Thermostat","510","ZGB","CFA8","2026-07-22 17:44:00+0000","Living Room","CentraLite Pearl Thermostat Custom","","","","","","","","","","C2DF-0005-04075010","","","0000,0001,0003,0020,0201,0202,0204,0B05","","heat","","Centralite","3157100","000A,0019","","","04075010","","","",""
"Living Room Thermostat Controller","Living Room Thermostat Controller","874","","controllerTherm_853","2026-07-22 17:26:24+0000","Virtual","Thermostat Controller","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Living Room Torche Light","Living Room INNR Torche Light","639","ZGB","37DA","2026-07-22 15:30:38+0000","Living Room","Advanced Zigbee RGBW Bulb","19","","","","","","","","","1166-04B1-19213685","","","","","","","innr","AE 287 C","","","","1.9.33","","","",""
"Mode-Awake","Virtual Mode Awake Switch","64","","5afc91c1-b0ef-4596-8603-e4da055581f0","2026-07-22 14:38:57+0000","Virtual","Virtual Presence Contact and Switch","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mode-Away","Virtual Mode Away Switch","62","","db8fc0a2-5bf9-4194-9be9-65ff92bf9dc4","2026-07-19 02:06:21+0000","Virtual","Virtual Inverse-able Switch w-autoOff and Toggle","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mode-Day","Virtual Mode Day Switch","58","","d0734d06-7519-4667-9385-d9b277ed8729","2026-07-18 18:47:26+0000","Virtual","Virtual Inverse-able Switch w-autoOff and Toggle","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mode-Early Morning","Virtual Mode Early Morning Switch","56","","173b9b12-7da6-41a3-9991-63d2b549ebcf","2026-07-18 18:47:24+0000","Virtual","Virtual Inverse-able Switch w-autoOff and Toggle","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mode-Evening","Virtual Mode Evening Switch","59","","c92609dc-0786-49c2-844d-ce3713476a8c","2026-07-18 18:47:26+0000","Virtual","Virtual Inverse-able Switch w-autoOff and Toggle","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mode-Home","Virtual Mode Home Switch","63","","125b4f7d-5c37-4d1e-9a5b-79f120357bfe","2026-07-19 02:06:21+0000","Virtual","Virtual Presence Contact and Switch","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mode-Late Evening","Virtual Mode Late Evening Switch","60","","9d805a35-58f1-457e-b962-e50d5a5a74bc","2026-07-18 18:47:26+0000","Virtual","Virtual Inverse-able Switch w-autoOff and Toggle","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mode-Morning","Virtual Mode Morning Switch","57","","f9dec524-525d-4098-972e-0ba4798c4ec0","2026-07-18 18:47:26+0000","Virtual","Virtual Inverse-able Switch w-autoOff and Toggle","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mode-Sleeping","Virtual Mode Sleeping Switch","61","","1d2df393-2c6d-4c78-85fe-b8595b7f6ffa","2026-07-22 14:38:56+0000","Virtual","Virtual Inverse-able Switch w-autoOff and Toggle","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mode-Wee Hours","Virtual Mode Wee Hours Switch","676","","3c172a97-c3fd-4337-8f61-f358fc707a9f","2026-07-18 18:47:27+0000","Virtual","Virtual Inverse-able Switch w-autoOff and Toggle","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Motion While Sleeping","Virtual Motion While Sleeping Switch","263","","aa214fd3-bf8c-4f37-8696-8a01420c4f3b","2026-07-18 18:47:26+0000","Virtual","Virtual Inverse-able Switch w-autoOff and Toggle","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Multibutton Plate (6)","Tile - Multibutton Plate (6)","54","","009ede25-80c1-45dd-958f-6fa1df25f6be","2026-04-11 15:12:14+0000","Virtual","Virtual Button","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Notifications Tile","Tile - Notifications","49","","486ac405-b683-4388-ba8d-ef2a60c7f97c","2026-07-22 17:26:25+0000","Virtual","Notification Tile (Custom)","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Office 4:3 Monitor Outlet","Office Third Reality 4:3 Monitor Outlet","20","ZGB","0796","2026-07-22 14:39:06+0000","Office","Third Reality Power Meter Plug Custom","65","","","","","","","","","1233-D3A6-10013065","","","","","","","Third Reality, Inc","3RSP019BZ","","none","","1.01.01","","","",""
"Office Desk Motion","Office Desk Third Reality Motion Sensor","177","ZGB","8AD9","2026-07-22 17:43:49+0000","Office","Third Reality Motion Sensor (Custom)","1F","","","","","","","","","1233-D3A1-0000004F","","","","","","","Third Reality, Inc","3RMS16BZ","","","","0000004F","","","",""
"Office Echo Left w/Clock","Office Echo Dot Left with Clock (Gen 5)","512","","22|echoSpeaks|G6G22N063482007T","2026-07-22 15:22:08+0000","Office","Echo Speaks Device","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Office Echo Right","Office Echo Dot Right (Gen 3)","24","","22|echoSpeaks|G090XG07939306XF","2026-07-22 15:22:07+0000","Office","Echo Speaks Device","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Office Entry Motion/Temp","Office Entry SmartThings Motion/Temp Sensor","44","ZGB","D0EE","2026-07-22 17:44:39+0000","Office","SmartThings Motion Sensor Enhanced Custom","14","","","","","","","","","1241-0010-00000014","","","","","","","Samjin","motion","","","","00000014","","","",""
"Office Floor Heater Outlet w-Power Monitor","Office Third Reality Floor Heater Outlet w-Power Monitor","181","ZGB","F072","2026-07-22 16:32:31+0000","Office","Third Reality Power Meter Plug Custom","","","","","","","","","","1233-D3A6-10013065","","","0000,FF03,0003,0004,0005,0006,0B04,0702","","","","Third Reality, Inc","3RSP02028BZ","0019","","","1.01.01","","","",""
"Office Laser Printer Outlet","Office Third Reality Laser Printer Outlet","124","ZGB","7815","2026-07-22 11:05:20+0000","Office","Third Reality Power Meter Plug Custom","65","","","","","","","","","1233-D3A6-10013065","","","","","","","Third Reality, Inc","3RSP019BZ","","none","","1.01.01","","","",""
"Office Light Dimmer","Office Light Dimming Switch","39","ZGB","87F6","2026-07-22 09:32:59+0000","Office","GE Zigbee Dimmer","12","","","","","","","","","1124-0050-00000004","","","","","","","Jasco Products","43080","","none","","00000004","","","",""
"Office Lights Group","Office Lights Group","42","","Group_37","2026-07-22 17:00:09+0000","Office","Group Bulb Dimmer-2.1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Office Monitors Group","Office Monitors Group","175","","Group_164","2026-07-22 14:39:06+0000","Office","Group Switch","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Office Night Light","Office Lux-Motion-Night Light","608","ZGB","65B5","2026-07-22 17:28:07+0000","Office","Third Reality Multi-Function Night Light","52","","","","","","","","","130D-0000-00000056","","","","","","","Third Reality, Inc","3RSNL02043Z","","","","v1.00.86","","","",""
"Office Omni Sensor","Virtual Office Omni Sensor","509","","010ba0dc-df21-4741-bd36-ed7acea9bbea","2026-07-22 17:42:50+0000","Virtual","Virtual Omni Sensor","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Office Portrait Monitor Outlet","Office Third Reality Portrait Monitor Outlet","173","ZGB","9FED","2026-07-22 14:39:06+0000","Office","Third Reality Power Meter Plug Custom","65","","","","","","","","","1233-D3A6-10013065","","","","","","","Third Reality, Inc","3RSP019BZ","","none","","1.01.01","","","",""
"Office Temp/Humidity Sensor w/Display","Office Third Reality Temp/Humidity Sensor w/Display","499","ZGB","7325","2026-07-22 17:42:49+0000","Office","Generic Zigbee Temperature/Humidity Sensor","28","","","","","","","","","","","","","","","","Third Reality, Inc","3RTHS24BZ","","","","","","","",""
"Office Test Bulb","Office RGB/CT Test Bulb","642","ZGB","6EBF","2026-07-22 11:05:19+0000","Office","Sengled Element Plus","47","","","","","","","","","1160-03EC-00000047","","","","","","","sengled","E11-N1EA","","","","00000047","","","",""
"Office Torche LIght Outlet","Office Third Reality Torche LIght Outlet","14","ZGB","1231","2026-07-22 17:00:09+0000","Office","Third Reality Power Meter Plug Custom","65","","","","","","","","","1233-D3A6-10013065","","","","","","","Third Reality, Inc","3RSP019BZ","","none","","1.01.01","","","",""
"Office Upstairs Cameras POE Outlet","Office Third Reality Upstairs Cameras POE Outlet","645","ZGB","B2C6","2026-07-19 14:43:03+0000","Office","Third Reality Power Meter Plug Custom","65","","","","","","","","","1233-D3A6-10013065","","","","","","","Third Reality, Inc","3RSP019BZ","","none","","1.01.01","","","",""
"OWM Multi-Version Weather Driver 2.0","OWM Multi-Version Weather Driver 2.0","909","","ab2e1275-50b7-47cc-99ba-4e9596cfe7d6","2026-07-22 17:31:21+0000","Virtual","OpenWeatherMap Multi-Version Weather Driver 2.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OwnTracks - Jim","OwnTracks - Jim","404","","546.1724005881164","2026-07-22 17:21:48+0000","Virtual","OwnTracks Driver","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OwnTracks Common","OwnTracks Common","403","","546.OwnTracks","2026-06-09 15:47:24+0000","Virtual","OwnTracks Common Driver","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Patio Group","Patio Group","281","","Group_374","2026-07-22 11:05:25+0000","Patio","Group Switch","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Patio Light","Patio Light Switch","566","","B01921E3D6D9","2026-07-22 11:05:25+0000","Patio","Kasa Plug Switch","","","","8006515A5D1F65C705F202D3841784F0233D3088","192.168.1.54","9999","","","TIM","","","","","","","","","KS200","","","","","","","",""
"Patio Light Group","Patio Light Group","260","","Group_330","2026-07-22 11:05:25+0000","Patio","Group Bulb Dimmer-2.1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Patio Outdoor Outlet","Patio Third Reality Outdoor Outlet","28","ZGB","B74F","2026-07-22 11:05:24+0000","Patio","Third Reality Power Meter Plug Custom","65","","","","","","","","","1233-D3A6-10013065","","","0000,FF03,0003,0004,0005,0006","","","","Third Reality, Inc","3RSP019BZ","0019","none","","1.01.01","","","",""
"Patio Outlet Group","Patio Outlet Group","282","","Group_375","2026-07-22 11:05:24+0000","Patio","Group Switch","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pixel 9","Pixel 9","11","","efef5e6ea12880bd","2026-07-21 00:35:04+0000","Office","Mobile App Device","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POE Outlets Group","POE Outlets Group","647","","Group_815","2026-07-19 14:43:03+0000","Virtual","Group Switch","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Remote Builder Storage Device 1","Remote Builder Storage Device 1","457","","Remote_Builder_Storage_Device_1","2026-04-07 14:23:40+0000","Virtual","Remote Builder Storage Driver","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Remote Builder Storage Device 2","Remote Builder Storage Device 2","519","","Remote_Builder_Storage_Device_2","2026-07-22 15:13:12+0000","Virtual","Remote Builder Storage Driver","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Rotary Knob","Rotary Knob","521","ZGB","13B7","2026-07-22 15:39:54+0000","Office","Tuya Scene Switch TS004F","91","","","","","","","","","","","","0000,0001,0003,0004,0006,1000","","","","_TZ3000_abrsvsou","TS004F","0019,000A,0003,0004,0005,0006,0008,1000","","","0122052017","","","",""
"Showering","Virtual Showering Switch","168","","84b3c65e-758c-41b8-a0fa-1507c36c2ea3","2026-07-22 15:46:26+0000","Virtual","Virtual Inverse-able Switch w-autoOff and Toggle","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Speak Humidity","Virtual Speak Humidity Switch","150","","b6676bfc-c555-4e22-a668-377a2715f654","2026-07-18 18:47:26+0000","Virtual","Virtual Inverse-able Switch w-autoOff and Toggle","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SR/SS and Twilight Notifications Tile","Tile - SR/SS and Twilight Notifications","458","","39613401-d2ef-477f-a321-85d1462e0120","2026-07-22 12:41:00+0000","Virtual","Notification Tile (Custom)","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Stairwell Dimmer","Stairwell Light Dimming Switch","584","ZGB","58BF","2026-07-22 11:05:24+0000","Stairwell","GE Zigbee Dimmer","12","","","","","","","","","1124-0050-00000004","","","","","","","Jasco Products","43080","","none","","00000004","","","",""
"Stairwell Lower Motion/Lux","Stairwell Lower Tuya Motion/Lux Sensor","577","ZGB","F515","2026-07-22 17:44:07+0000","Stairwell","Tuya Multi Sensor 4 In 1 (V3)","91","","","","","","","","","","","","","","","","_TZE200_3towulqd","TS0601","","","","","","2.1.1","",""
"Stairwell Upper Motion/Lux","Stairwell Upper Tuya Motion/Lux Sensor","578","ZGB","CBFC","2026-07-22 17:44:11+0000","Stairwell","Tuya Multi Sensor 4 In 1 (V3)","91","","","","","","","","","","","","","","","","_TZE200_3towulqd","TS0601","","","","","","2.1.1","",""
"Third Reality Contact Sensor","Patio Door Third Reality Contact Sensor","271","ZGB","91EA","2026-07-22 07:47:13+0000","Patio","Tuya Zigbee Contact Sensor++ w/ healthStatus","3F","","","","","","","","","1233-D3A2-0000003F","","","","","","","Third Reality, Inc","3RDS17BZ","","","","0000003F","","","",""
"Tile - Echo Speaks","Tile - Echo Speaks","139","","db8a4540-71fd-4859-879b-07c7f80f3006","2026-06-30 14:22:20+0000","Virtual","ES Tile Custom","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tile - OWM - Air Quality","Tile - OWM - Air Quality","224","","5476d6e8-036c-452b-9156-f22bed058d9f","2026-07-22 17:38:37+0000","Virtual","OpenWeatherMap-Air Quality-custom","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tile Builder Storage Device 1","Tile Builder Storage Device 1","221","","Tile_Builder_Storage_Device_1","2026-07-22 17:44:07+0000","Virtual","Tile Builder Storage Driver","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tile Builder Storage Device 2","Tile Builder Storage Device 2","246","","Tile_Builder_Storage_Device_2","2026-07-22 17:31:21+0000","Virtual","Tile Builder Storage Driver","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tile Builder Storage Device 3","Tile Builder Storage Device 3","249","","Tile_Builder_Storage_Device_3","2026-07-22 17:43:33+0000","Virtual","Tile Builder Storage Driver","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Virtual Alexa Mode","Virtual Alexa Mode Switch","649","","4a6165f8-33fd-48dc-9e0b-623e840f5adb","2026-07-18 18:47:27+0000","Virtual","Virtual Presence Contact and Switch","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Virtual GDO Switch","Virtual GDO Controller Switch","444","","eb973cd0-43f5-4094-baff-602d8b98a9d2","2026-05-22 18:05:59+0000","Virtual","Virtual Switch","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Virtual Simple Garage Door Controller","Virtual Simple Garage Door Controller","439","","fb35f238-94ad-42c1-b57c-eadaf0cc309d","2026-07-21 00:35:16+0000","Virtual","Virtual Simple Garage Door Controller (Custom)","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Virtual Twilight Parser","Virtual Twilight Parser","312","","360e6e5a-a25f-489e-ae32-3e6fd04e30a5","2026-07-22 08:00:01+0000","Virtual","Twilight Parser Driver","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Virtual v5 Vacuum Switch","Virtual ILife v5splus Vacuum Switch","216","","bdacf5af-d673-4cf9-8274-08d0ed957cc3","2026-07-18 18:47:26+0000","Virtual","Virtual Inverse-able Switch w-autoOff and Toggle","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VT - Office","VThermostat for Office","286","","avt54371","2026-07-22 17:42:49+0000","Virtual","Advanced vThermostat Device Custom","","","","","","","","","","","","","","","heat","","","","","","","","","","",""
"Washroom Dimmer","Washroom Vanity Dimming Switch","582","","3068932CF434","2026-07-22 11:05:24+0000","Washroom","TpLink Dimmer","","","http://192.168.1.39:80/app","","","","192.168.1.39","","","","true","true","","false","","3","","","","","KLAP","","SMART.KASASWITCH","","Dimmer","2.4.2a"
"Washroom Fan","Washroom Fan Switch","563","","D844892DD141","2026-07-22 11:05:25+0000","Washroom","Kasa Plug Switch","","","","800695840E20DF08B9A852DD9E18A4DE22C8AC79","192.168.1.45","9999","","","TIM","","","","","","","","","KS200","","","","","","","",""
"Washroom Group","Washroom Group","583","","Group_740","2026-07-22 11:05:25+0000","Washroom","Group Bulb Dimmer-2.1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Washroom Motion/Lux","Washroom Tuya Motion/Lux Sensor","579","ZGB","83FB","2026-07-22 17:43:53+0000","Washroom","Tuya Multi Sensor 4 In 1 (V3)","91","","","","","","","","","","","","","","","","_TZE200_3towulqd","TS0601","","","","","","2.1.1","",""
"Washroom Outlet","Washroom Third Reality Outlet","400","ZGB","4A3B","2026-07-22 11:05:24+0000","Washroom","Third Reality Power Meter Plug Custom","65","","","","","","","","","1233-D3A6-10013065","","","","","","","Third Reality, Inc","3RSP019BZ","","none","","1.01.01","","","",""
"Washroom Overhead Light","Washroom Overhead Light Switch","562","","D844892DF0F3","2026-07-22 11:05:24+0000","Washroom","Kasa Plug Switch","","","","800668989BF3E9C987568846DEEE2A0622C84835","192.168.1.46","9999","","","TIM","","","","","","","","","KS200","","","","","","","",""
"Zigbee Map Helper","Zigbee Map Helper","824","","ZMH-845","2026-07-19 14:36:14+0000","Virtual","Zigbee Map Helper","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZM - Bathroom","ZM - Bathroom","380","","mZone_486","2026-07-22 15:14:09+0000","Bathroom","Motion Zone Motion Sensor","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZM - Guest Bath","ZM - Guest Bath","474","","mZone_607","2026-07-22 08:07:33+0000","Guest Bathroom","Motion Zone Motion Sensor","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZM - Kitchen","ZM - Kitchen","465","","mZone_603","2026-07-22 15:42:47+0000","Kitchen","Motion Zone Motion Sensor","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZM - Office","ZM - Office","178","","mZone_166","2026-07-22 14:39:01+0000","Office","Motion Zone Motion Sensor","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZM - Stairwell","ZM - Stairwell","580","","mZone_737","2026-07-22 07:54:00+0000","Stairwell","Motion Zone Motion Sensor","","","","","","","","","","","","","","","","","","","","","","","","","",""
