echos-speak-bridge
date,stream,content
2026/09/09 11:31:47,stdout,[Bridge] Executing command 'volume' for device 'G090XG07939306XF' with payload: { level: 20 }

2026/09/09 11:31:25,stdout,[Bridge] Executing command 'setAlarmVolume' for device 'G090XG07939306XF' with payload: { level: 100 }

2026/09/09 11:31:19,stdout,[Bridge] Executing command 'dnd' for device 'G090XG07939306XF' with payload: { state: false }

2026/09/09 11:31:08,stdout,[Bridge] Executing command 'voiceCmd' for device 'G090XG07939306XF' with payload: { command: 'test' }

2026/09/09 11:26:40,stdout,[Bridge] Executing command 'speak' for device 'G090XG07939306XF' with payload: { text: 'test' }

2026/09/09 11:22:27,stdout,"[Bridge] Executing command 'voiceCmd' for device 'G090XG07939306XF' with payload: { command: 'Alexa, What Time Is It?' }
"
2026/09/09 11:21:44,stdout,[Bridge] Executing command 'volume' for device 'G090XG07939306XF' with payload: { level: 80 }

2026/09/09 11:15:19,stdout,[Bridge] Executing command 'volume' for device 'G090XG07939306XF' with payload: { level: 99 }

2026/09/09 11:08:49,stdout,"[Bridge] Executing command 'announce' for device 'G090XG07939306XF' with payload: { text: 'Are we here?', display: true }
"
2026/09/09 11:08:42,stdout,"[Bridge] Executing command 'announce' for device 'G090XG07939306XF' with payload: { text: 'Are we here?', display: true }
"
2026/09/09 11:06:27,stdout,[Bridge] Executing command 'volume' for device 'G090XG07939306XF' with payload: { level: 94 }

2026/09/09 11:06:09,stdout,[Bridge] Executing command 'volume' for device 'G090XG07939306XF' with payload: { level: 55 }

2026/09/09 10:58:04,stdout,[Bridge] Executing command 'volume' for device 'G090XG07939306XF' with payload: { level: 50 }

2026/09/09 10:58:02,stdout,[Bridge] Executing command 'volume' for device 'G090XG07939306XF' with payload: { level: 45 }

2026/09/09 10:58:01,stdout,[Bridge] Executing command 'volume' for device 'G090XG07939306XF' with payload: { level: 40 }

2026/09/09 10:57:59,stdout,[Bridge] Executing command 'volume' for device 'G090XG07939306XF' with payload: { level: 35 }

2026/09/09 10:57:53,stdout,[Bridge] Executing command 'volume' for device 'G090XG07939306XF' with payload: { level: 30 }

2026/09/09 10:57:52,stdout,[Bridge] Executing command 'volume' for device 'G090XG07939306XF' with payload: { level: 25 }

2026/09/09 10:57:50,stdout,[Bridge] Executing command 'volume' for device 'G090XG07939306XF' with payload: { level: 20 }

2026/09/09 10:57:48,stdout,[Bridge] Executing command 'volume' for device 'G090XG07939306XF' with payload: { level: 15 }

2026/09/09 10:56:36,stdout,[Bridge] Executing command 'speak' for device 'G090XG07939306XF' with payload: { text: 'HELLO CRUEL WORLD' }

2026/09/09 10:56:20,stdout,[Bridge] Executing command 'mediaControl' for device 'G090XG07939306XF' with payload: { type: 'play' }

2026/09/09 10:16:23,stdout,[Bridge] Executing command 'speak' for device 'G090XG07939306XF' with payload: { text: 'made it right' }

2026/09/09 10:10:28,stdout,[Bridge] Executing command 'speak' for device 'G090XG07939306XF' with payload: { text: 'Made it right.' }

2026/09/09 10:09:30,stdout,[Bridge] Session cookie saved/refreshed locally.

2026/09/09 10:09:30,stdout,[Bridge] Alexa Remote session established successfully!

2026/09/09 10:09:28,stdout,[Bridge] Cookie saved successfully.

2026/09/09 10:09:28,stdout,[Bridge] Event "cookie" fired! Writing session tokens to disk...

2026/09/09 09:41:53,stderr,[Bridge] Alexa Init Warning: You can try to get the cookie manually by opening http://192.168.1.12:8094/ with your browser.

2026/09/09 09:41:53,stdout,[Bridge] Alexa Remote session established successfully!

2026/09/09 09:41:53,stdout,[Bridge] Cookie file present. Overriding internal auth state...

2026/09/09 09:41:53,stdout,[Bridge] Found existing .alexa-cookie.json session file.

2026/09/09 09:41:53,stdout,[Bridge] Initializing Alexa Remote connection...

2026/09/09 09:41:53,stdout,[Bridge] Echos Speak Bridge server active on port 8093

2026/09/09 09:41:53,stdout,Run `npm audit` for details.

2026/09/09 09:41:53,stdout,

2026/09/09 09:41:53,stdout,  npm audit fix --force

2026/09/09 09:41:53,stdout,"To address all issues (including breaking changes), run:
"
2026/09/09 09:41:53,stdout,

2026/09/09 09:41:53,stdout,  npm audit fix

2026/09/09 09:41:53,stdout,"To address issues that do not require attention, run:
"
2026/09/09 09:41:53,stdout,

2026/09/09 09:41:53,stdout,"6 vulnerabilities (2 low, 4 moderate)
"
2026/09/09 09:41:53,stdout,

2026/09/09 09:41:53,stdout,  run `npm fund` for details

2026/09/09 09:41:53,stdout,20 packages are looking for funding

2026/09/09 09:41:53,stdout,

2026/09/09 09:41:53,stdout,"up to date, audited 108 packages in 2s
"
2026/09/09 09:41:53,stdout,

2026/09/09 08:52:10,stdout,[Bridge] Executing command 'speak' for device 'G090XG07939306XF' with payload: { text: 'Im functional' }

2026/09/09 08:51:37,stdout,[Bridge] Executing command 'volume' for device 'G090XG07939306XF' with payload: { level: 25 }

2026/09/09 08:49:25,stdout,[Bridge] Session cookie saved/refreshed locally.

2026/09/09 08:49:25,stdout,[Bridge] Alexa Remote session established successfully!

2026/09/09 08:49:23,stdout,[Bridge] Cookie saved successfully.

2026/09/09 08:49:23,stdout,[Bridge] Event "cookie" fired! Writing session tokens to disk...

2026/09/09 08:48:52,stdout,[Bridge] Alexa Remote session established successfully!

2026/09/09 08:48:52,stdout,[Bridge] Cookie file present. Overriding internal auth state...

2026/09/09 08:48:52,stderr,[Bridge] Alexa Init Warning: You can try to get the cookie manually by opening http://192.168.1.12:8094/ with your browser.

2026/09/09 08:48:51,stdout,[Bridge] Found existing .alexa-cookie.json session file.

2026/09/09 08:48:51,stdout,[Bridge] Initializing Alexa Remote connection...

2026/09/09 08:48:51,stdout,[Bridge] Echos Speak Bridge server active on port 8093

2026/09/09 08:48:50,stdout,Run `npm audit` for details.

2026/09/09 08:48:50,stdout,

2026/09/09 08:48:50,stdout,  npm audit fix --force

2026/09/09 08:48:50,stdout,"To address all issues (including breaking changes), run:
"
2026/09/09 08:48:50,stdout,

2026/09/09 08:48:50,stdout,  npm audit fix

2026/09/09 08:48:50,stdout,"To address issues that do not require attention, run:
"
2026/09/09 08:48:50,stdout,

2026/09/09 08:48:50,stdout,"6 vulnerabilities (2 low, 4 moderate)
"
2026/09/09 08:48:50,stdout,

2026/09/09 08:48:50,stdout,  run `npm fund` for details

2026/09/09 08:48:50,stdout,20 packages are looking for funding

2026/09/09 08:48:50,stdout,

2026/09/09 08:48:50,stdout,"up to date, audited 108 packages in 3s
"
2026/09/09 08:48:50,stdout,

2026/09/08 15:44:23,stderr,[Bridge] Execution Error (speak): Unknown Device or Serial number

2026/09/08 15:44:23,stdout,[Bridge] Command Execution: 'speak' for serial: G090XG07939306XF

2026/09/08 15:32:46,stderr,[Bridge] Execution Error (speak): Unknown Device or Serial number

2026/09/08 15:32:46,stdout,[Bridge] Command Execution: 'speak' for serial: G090XG07939306XF

2026/09/08 15:32:20,stdout,[Bridge] Alexa Remote session established successfully!

2026/09/08 15:32:20,stdout,[Bridge] Cookie file present. Overriding internal auth state...

2026/09/08 15:32:20,stderr,[Bridge] Alexa Init Warning: You can try to get the cookie manually by opening http://192.168.1.12:8094/ with your browser.

2026/09/08 15:32:20,stdout,[Bridge] Found existing .alexa-cookie.json session file.

2026/09/08 15:32:20,stdout,[Bridge] Initializing Alexa Remote connection...

2026/09/08 15:32:20,stdout,[Bridge] Echos Speak Bridge server active on port 8093

2026/09/08 15:32:20,stdout,Run `npm audit` for details.

2026/09/08 15:32:20,stdout,

2026/09/08 15:32:20,stdout,  npm audit fix --force

2026/09/08 15:32:20,stdout,"To address all issues (including breaking changes), run:
"
2026/09/08 15:32:20,stdout,

2026/09/08 15:32:20,stdout,  npm audit fix

2026/09/08 15:32:20,stdout,"To address issues that do not require attention, run:
"
2026/09/08 15:32:20,stdout,

2026/09/08 15:32:20,stdout,"6 vulnerabilities (2 low, 4 moderate)
"
2026/09/08 15:32:20,stdout,

2026/09/08 15:32:20,stdout,  run `npm fund` for details

2026/09/08 15:32:20,stdout,20 packages are looking for funding

2026/09/08 15:32:20,stdout,

2026/09/08 15:32:20,stdout,"up to date, audited 108 packages in 2s
"
2026/09/08 15:32:20,stdout,

2026/09/08 15:26:23,stdout,[Bridge] Command 'speak' executed successfully for G090XG07939306XF

2026/09/08 15:26:23,stdout,[Bridge] Received command 'speak' for device: G090XG07939306XF

2026/09/08 15:25:31,stdout,[Bridge] Session cookie saved/refreshed locally.

2026/09/08 15:25:31,stdout,[Bridge] Alexa Remote session established successfully!

2026/09/08 15:25:29,stdout,[Bridge] Cookie saved successfully.

2026/09/08 15:25:29,stdout,[Bridge] Event "cookie" fired! Writing session tokens to disk...

2026/09/08 15:24:05,stderr,[Bridge] Command execution error (speak): Unknown Device or Serial number

2026/09/08 15:24:05,stdout,[Bridge] Received command 'speak' for device: G090XG07939306XF

2026/09/08 15:23:31,stdout,[Bridge] Alexa Remote session established successfully!

2026/09/08 15:23:31,stdout,[Bridge] Cookie file present. Overriding internal auth state...

2026/09/08 15:23:31,stderr,[Bridge] Alexa Init Warning: You can try to get the cookie manually by opening http://192.168.1.12:8094/ with your browser.

2026/09/08 15:23:30,stdout,[Bridge] Found existing .alexa-cookie.json session file.

2026/09/08 15:23:30,stdout,[Bridge] Initializing Alexa Remote connection...

2026/09/08 15:23:30,stdout,[Bridge] Echos Speak Bridge server active on port 8093

2026/09/08 15:23:30,stdout,Run `npm audit` for details.

2026/09/08 15:23:30,stdout,

2026/09/08 15:23:30,stdout,  npm audit fix --force

2026/09/08 15:23:30,stdout,"To address all issues (including breaking changes), run:
"
2026/09/08 15:23:30,stdout,

2026/09/08 15:23:30,stdout,  npm audit fix

2026/09/08 15:23:30,stdout,"To address issues that do not require attention, run:
"
2026/09/08 15:23:30,stdout,

2026/09/08 15:23:30,stdout,"6 vulnerabilities (2 low, 4 moderate)
"
2026/09/08 15:23:30,stdout,

2026/09/08 15:23:30,stdout,  run `npm fund` for details

2026/09/08 15:23:30,stdout,20 packages are looking for funding

2026/09/08 15:23:30,stdout,

2026/09/08 15:23:30,stdout,"up to date, audited 108 packages in 2s
"
2026/09/08 15:23:30,stdout,

2026/09/08 12:12:23,stdout,[Bridge] Session cookie saved/refreshed locally.

2026/09/08 12:12:23,stdout,[Bridge] Alexa Remote session established successfully!

2026/09/08 12:12:21,stdout,[Bridge] Cookie saved successfully.

2026/09/08 12:12:21,stdout,[Bridge] Event "cookie" fired! Writing session tokens to disk...

2026/09/08 12:11:21,stderr,[Bridge] Alexa Init Warning: You can try to get the cookie manually by opening http://192.168.1.12:8094/ with your browser.

2026/09/08 12:11:21,stdout,[Bridge] Alexa Remote session established successfully!

2026/09/08 12:11:21,stdout,[Bridge] Cookie file present. Overriding internal auth state...

2026/09/08 12:11:21,stdout,[Bridge] Found existing .alexa-cookie.json session file.

2026/09/08 12:11:21,stdout,[Bridge] Initializing Alexa Remote connection...

2026/09/08 12:11:21,stdout,[Bridge] Echos Speak Bridge server active on port 8093

2026/09/08 12:11:20,stdout,Run `npm audit` for details.

2026/09/08 12:11:20,stdout,

2026/09/08 12:11:20,stderr,npm notice

2026/09/08 12:11:20,stderr,npm notice To update run: npm install -g npm@12.0.2

2026/09/08 12:11:20,stderr,npm notice Changelog: https://github.com/npm/cli/releases/tag/v12.0.2

2026/09/08 12:11:20,stderr,npm notice New major version of npm available! 10.8.2 -> 12.0.2

2026/09/08 12:11:20,stderr,npm notice

2026/09/08 12:11:20,stdout,  npm audit fix --force

2026/09/08 12:11:20,stdout,"To address all issues (including breaking changes), run:
"
2026/09/08 12:11:20,stdout,

2026/09/08 12:11:20,stdout,  npm audit fix

2026/09/08 12:11:20,stdout,"To address issues that do not require attention, run:
"
2026/09/08 12:11:20,stdout,

2026/09/08 12:11:20,stdout,"6 vulnerabilities (2 low, 4 moderate)
"
2026/09/08 12:11:20,stdout,

2026/09/08 12:11:20,stdout,  run `npm fund` for details

2026/09/08 12:11:20,stdout,20 packages are looking for funding

2026/09/08 12:11:20,stdout,

2026/09/08 12:11:20,stdout,"up to date, audited 108 packages in 3s
"
2026/09/08 12:11:20,stdout,

